"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_1248300",45.8715466788636,-2.27439336213142,1.79363846621344,-1.26803333278914,0.204786047247287,1,"PF3D7_1248300","conserved Plasmodium membrane protein, unknown function"
"PF3D7_1231000",467.407546618432,0.150262510873884,0.238583021214017,0.629812256166767,0.528817425893425,1,"PF3D7_1231000","conserved Plasmodium protein, unknown function"
"PF3D7_0912800",2295.17208228253,-0.0696035712904636,0.111421167137701,-0.624688944466392,0.532175230510379,1,"PF3D7_0912800","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative (GCD10)"
"PF3D7_1212000",739.236050043446,0.057334866527421,0.252891595623069,0.226717168619861,0.820643676085892,1,"PF3D7_1212000","glutathione peroxidase-like thioredoxin peroxidase (TPx(Gl))"
"PF3D7_1246700",366.563035516316,1.3868942461857,0.615135837117366,2.2546146111157,0.0241575295314799,0.837983836763629,"PF3D7_1246700","conserved Plasmodium protein, unknown function"
"PF3D7_1461300",3046.75215145984,-0.0830491988379344,0.266658067848306,-0.311444538348559,0.755462699558648,1,"PF3D7_1461300","40S ribosomal protein S28e, putative"
"PF3D7_1205400",1017.79430641566,-0.0931716263184573,0.146583349400671,-0.635622167861522,0.525022717225082,1,"PF3D7_1205400","conserved Plasmodium protein, unknown function"
"PF3D7_1250000",1716.2428931051,-0.172487230305573,0.207931997380992,-0.829536735462247,0.406800758666597,1,"PF3D7_1250000","rRNA-processing protein, putative"
"PF3D7_1327700",350.696201011316,0.180035649512531,0.206417871309175,0.872190224473692,0.38310461153478,1,"PF3D7_1327700","regulator of nonsense transcripts 3B, putative (UPF3B)"
"PF3D7_1207900",234.216008486507,-0.133416402786872,0.232074168254204,-0.574886915637821,0.565367779556259,1,"PF3D7_1207900","conserved Plasmodium protein, unknown function"
"PF3D7_1352200",2863.40262063717,0.0752141735303639,0.142589329299773,0.527488093952928,0.597854682262768,1,"PF3D7_1352200","U3 small nucleolar RNA-associated protein 15, putative (UTP15)"
"PF3D7_1223500",3451.26042171479,0.0114873669986692,0.147916657775676,0.0776610773351191,0.938097656342766,1,"PF3D7_1223500","conserved Plasmodium protein, unknown function"
"PF3D7_1238100",2603.19616419312,-0.101722473013343,0.189096913352829,-0.537938304807458,0.590619642415458,1,"PF3D7_1238100","calcyclin binding protein, putative"
"PF3D7_0806100",913.476459732828,-0.030497133519815,0.199065011910628,-0.153201877251574,0.878239077316878,1,"PF3D7_0806100","conserved Plasmodium protein, unknown function"
"PF3D7_1464500",4033.31094633833,0.0224934781100209,0.156293305955477,0.143918371759495,0.885564928149631,1,"PF3D7_1464500","conserved Plasmodium membrane protein, unknown function"
"PF3D7_0619200",5663.54721065912,-0.00131879133497425,0.111013406097332,-0.0118795682551888,0.990521698836892,1,"PF3D7_0619200","conserved Plasmodium protein, unknown function"
"PF3D7_1202600",34158.4323228214,-0.0579512172332266,0.107406938410646,-0.539548171568425,0.589508667590304,1,"PF3D7_1202600","conserved protein, unknown function"
"PF3D7_0617200",15896.7361769365,-0.0541871851981159,0.171733894719854,-0.315529938260064,0.752359323664592,1,"PF3D7_0617200","conserved Plasmodium protein, unknown function"
"PF3D7_0824600",894.445229994604,0.0235119818668316,0.120772458375074,0.194679997270671,0.845643472155255,1,"PF3D7_0824600","Fe-S cluster assembly protein DRE2, putative (DRE2)"
"PF3D7_1224500",744.421475266197,-0.252499748060426,0.513271650827297,-0.491941738168169,0.622760531179768,1,"PF3D7_1224500","histone chaperone ASF1, putative (ASF1)"
"PF3D7_1229900.2",75.7302211467873,-3.33712171312133,1.01278952640465,-3.29498047335456,0.000984285190805388,0.289149121561455,"PF3D7_1229900.2","conserved Plasmodium protein, unknown function"
"PF3D7_1108700",8074.53969307859,-0.15803046055016,0.154454096718117,-1.02315486547806,0.306234629243364,1,"PF3D7_1108700","heat shock protein DnaJ homologue Pfj2"
"PF3D7_1327300",4001.2065825207,0.477156816358596,0.252409534527034,1.89040725918969,0.0587035133070189,0.935286306625869,"PF3D7_1327300","conserved Plasmodium protein, unknown function"
"PF3D7_1243700",974.303054973814,0.340522362020995,0.251354853292476,1.35474751157784,0.175498014810787,1,"PF3D7_1243700","ubiquitin-conjugating enzyme E2, putative"
"PF3D7_1219100",6144.03384975114,0.0153684017397599,0.127422589609059,0.120609711252229,0.904000176533527,1,"PF3D7_1219100","clathrin heavy chain, putative"
"PF3D7_1328400",305.159310983484,0.0902050600943745,0.283275131742406,0.318436212665508,0.750154072997611,1,"PF3D7_1328400","conserved Plasmodium protein, unknown function"
"PF3D7_1221100.1",22.8902385424543,-1.27675112689034,2.05891426978163,-0.620108931017195,0.535186072672444,1,"PF3D7_1221100.1",NA
"PF3D7_1230400",395.011384803663,0.89059996224555,0.578067130700512,1.54065144850271,0.123401639183635,1,"PF3D7_1230400","ATP-dependent protease subunit ClpQ (ClpQ)"
"PF3D7_1410700",384.4593837223,1.40901942995019,0.635069397676807,2.21868576112252,0.0265081104001625,0.837983836763629,"PF3D7_1410700","conserved Plasmodium protein, unknown function"
"PF3D7_1432600",697.067651098163,0.03592569226631,0.173606327052644,0.206937689865508,0.836058521289176,1,"PF3D7_1432600","conserved Plasmodium protein, unknown function"
"PF3D7_1212500",3253.42287001198,-0.0525540856441423,0.187225491124329,-0.280699413998295,0.778940958250287,1,"PF3D7_1212500","glycerol-3-phosphate 1-O-acyltransferase (GAT)"
"PF3D7_1203900",5637.80963922719,-0.0820898019861524,0.18004610376284,-0.455937675242795,0.648434796383342,1,"PF3D7_1203900","ubiquitin-conjugating enzyme E2 (UBC)"
"PF3D7_1240000",1139.84416732074,0.019689017251724,0.108816225496259,0.180938248518838,0.856416046336394,1,"PF3D7_1240000","3-hydroxyisobutyryl-coenzyme A hydrolase, putative"
"PF3D7_1201400",847.921739272668,0.0964798661756362,0.284217244150398,0.339458172089595,0.734264602182019,1,"PF3D7_1201400","Plasmodium exported protein, unknown function"
"PF3D7_1252900",208.917871111518,0.237088511618328,0.610864181780272,0.388119845114128,0.697927346579067,1,"PF3D7_1252900","Plasmodium exported protein, unknown function"
"PF3D7_0934500",3043.74686520417,-0.0956494053125363,0.147249684521735,-0.649572904846651,0.515968139759603,1,"PF3D7_0934500","V-type proton ATPase subunit E, putative"
"PF3D7_1462300",11509.780244204,0.0564010296698186,0.0862538223077525,0.653896003223839,0.513178809094035,1,"PF3D7_1462300","conserved Plasmodium protein, unknown function"
"PF3D7_1237000",1104.20657516354,-0.162475348622062,0.153353762963644,-1.05948067710982,0.289380924731612,1,"PF3D7_1237000","SUMO-activating enzyme subunit 2 (UBA2)"
"PF3D7_1232700",273.648428144901,-0.630797445733261,0.515583728706131,-1.22346267077951,0.221154995120361,1,"PF3D7_1232700","conserved Plasmodium protein, unknown function"
