"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_1248300",45.8715466788636,-1.56873851490106,1.63866369191022,-0.95732792680135,0.338401763869931,1,"PF3D7_1248300","conserved Plasmodium membrane protein, unknown function"
"PF3D7_1231000",467.407546618432,-0.0855717239048127,0.233588402028874,-0.366335499372247,0.714114743250926,1,"PF3D7_1231000","conserved Plasmodium protein, unknown function"
"PF3D7_0912800",2295.17208228253,-0.0320242796292734,0.113148267942096,-0.28302934027821,0.777154345867577,1,"PF3D7_0912800","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative (GCD10)"
"PF3D7_1212000",739.236050043446,-0.397839080352937,0.340585692917256,-1.16810273780229,0.242765326125376,1,"PF3D7_1212000","glutathione peroxidase-like thioredoxin peroxidase (TPx(Gl))"
"PF3D7_1246700",366.563035516316,-0.355427639483768,0.550152214849887,-0.646053273784871,0.51824485477333,1,"PF3D7_1246700","conserved Plasmodium protein, unknown function"
"PF3D7_1461300",3046.75215145984,-0.0732538110044235,0.268295115562794,-0.273034456295492,0.784826729179918,1,"PF3D7_1461300","40S ribosomal protein S28e, putative"
"PF3D7_1205400",1017.79430641566,-0.143679887206847,0.158004803234694,-0.909338730629796,0.36317135235763,1,"PF3D7_1205400","conserved Plasmodium protein, unknown function"
"PF3D7_1250000",1716.2428931051,0.0194425283494278,0.208732241894914,0.0931457841535386,0.925787745018932,1,"PF3D7_1250000","rRNA-processing protein, putative"
"PF3D7_1327700",350.696201011316,-0.218386361697482,0.210693291364388,-1.03651312428258,0.299962819804943,1,"PF3D7_1327700","regulator of nonsense transcripts 3B, putative (UPF3B)"
"PF3D7_1207900",234.216008486507,0.219555598199286,0.228275916177117,0.961799220330079,0.336150469779274,1,"PF3D7_1207900","conserved Plasmodium protein, unknown function"
"PF3D7_1352200",2863.40262063717,0.0262973600774187,0.143486963387289,0.183273514587099,0.854583414704422,1,"PF3D7_1352200","U3 small nucleolar RNA-associated protein 15, putative (UTP15)"
"PF3D7_1223500",3451.26042171479,-0.167795584507624,0.14911902349905,-1.1252459986012,0.260484805980866,1,"PF3D7_1223500","conserved Plasmodium protein, unknown function"
"PF3D7_1238100",2603.19616419312,0.381031072580474,0.208553222935859,1.82702078259256,0.0676966446866754,1,"PF3D7_1238100","calcyclin binding protein, putative"
"PF3D7_0806100",913.476459732828,-0.044466414587884,0.204319091947396,-0.217632205410018,0.827715689588276,1,"PF3D7_0806100","conserved Plasmodium protein, unknown function"
"PF3D7_1464500",4033.31094633833,-0.110266929383507,0.159517103653365,-0.691254585609326,0.489405566081292,1,"PF3D7_1464500","conserved Plasmodium membrane protein, unknown function"
"PF3D7_0619200",5663.54721065912,0.0618106943586734,0.111763669303831,0.553048184116435,0.580230416348544,1,"PF3D7_0619200","conserved Plasmodium protein, unknown function"
"PF3D7_1202600",34158.4323228214,0.147864787537798,0.10753417577477,1.37504924804093,0.169116177118825,1,"PF3D7_1202600","conserved protein, unknown function"
"PF3D7_0617200",15896.7361769365,0.129203487374619,0.172090545490654,0.750787830942377,0.452780354183217,1,"PF3D7_0617200","conserved Plasmodium protein, unknown function"
"PF3D7_0824600",894.445229994604,0.0854681963960391,0.12330566494743,0.693140874204581,0.488221148793066,1,"PF3D7_0824600","Fe-S cluster assembly protein DRE2, putative (DRE2)"
"PF3D7_1224500",744.421475266197,-0.154714775379994,0.542476809871902,-0.28520071745837,0.775490370725834,1,"PF3D7_1224500","histone chaperone ASF1, putative (ASF1)"
"PF3D7_1229900.2",75.7302211467873,-0.0741058995956455,0.761601873230038,-0.097302675059548,0.922486031692968,1,"PF3D7_1229900.2","conserved Plasmodium protein, unknown function"
"PF3D7_1108700",8074.53969307859,0.00542087196982709,0.155023529859037,0.0349680592020856,0.972105210353406,1,"PF3D7_1108700","heat shock protein DnaJ homologue Pfj2"
"PF3D7_1327300",4001.2065825207,0.0611856359296893,0.248329841322827,0.246388575790005,0.80538144890378,1,"PF3D7_1327300","conserved Plasmodium protein, unknown function"
"PF3D7_1243700",974.303054973814,0.279133375030089,0.242188970111099,1.1525437137044,0.249097717472936,1,"PF3D7_1243700","ubiquitin-conjugating enzyme E2, putative"
"PF3D7_1219100",6144.03384975114,-0.0459736586766297,0.128566868600524,-0.357585583105989,0.720653468884996,1,"PF3D7_1219100","clathrin heavy chain, putative"
"PF3D7_1328400",305.159310983484,0.0107239682501561,0.289768860338599,0.0370086980278867,0.970478070469526,1,"PF3D7_1328400","conserved Plasmodium protein, unknown function"
"PF3D7_1221100.1",22.8902385424543,0,2.06930516393588,0,1,1,"PF3D7_1221100.1",NA
"PF3D7_1230400",395.011384803663,0.0956991627181933,0.504395985367622,0.189730222869328,0.849520536527257,1,"PF3D7_1230400","ATP-dependent protease subunit ClpQ (ClpQ)"
"PF3D7_1410700",384.4593837223,0.871219126045695,0.602545751899775,1.44589705146674,0.148206079070626,1,"PF3D7_1410700","conserved Plasmodium protein, unknown function"
"PF3D7_1432600",697.067651098163,-0.0419500378255809,0.181881289314122,-0.230645153131338,0.817590486076364,1,"PF3D7_1432600","conserved Plasmodium protein, unknown function"
"PF3D7_1212500",3253.42287001198,0.073480041877678,0.188527412989232,0.389757864453776,0.696715603810072,1,"PF3D7_1212500","glycerol-3-phosphate 1-O-acyltransferase (GAT)"
"PF3D7_1203900",5637.80963922719,0.194095733044387,0.180538403683423,1.07509388077196,0.282332698850159,1,"PF3D7_1203900","ubiquitin-conjugating enzyme E2 (UBC)"
"PF3D7_1240000",1139.84416732074,-0.0350464485768711,0.109683098393355,-0.319524603974849,0.749328737163917,1,"PF3D7_1240000","3-hydroxyisobutyryl-coenzyme A hydrolase, putative"
"PF3D7_1201400",847.921739272668,0.0696319667187111,0.284028405985308,0.245158460391152,0.806333738838011,1,"PF3D7_1201400","Plasmodium exported protein, unknown function"
"PF3D7_1252900",208.917871111518,-0.171869494052797,0.473364455295968,-0.363080692117741,0.716544607341083,1,"PF3D7_1252900","Plasmodium exported protein, unknown function"
"PF3D7_0934500",3043.74686520417,0.00223499610440844,0.149323004684823,0.0149675270004502,0.988058087179486,1,"PF3D7_0934500","V-type proton ATPase subunit E, putative"
"PF3D7_1462300",11509.780244204,0.0619213274354825,0.0864614954618482,0.716172292703471,0.473884969321816,1,"PF3D7_1462300","conserved Plasmodium protein, unknown function"
"PF3D7_1237000",1104.20657516354,-0.460501526406354,0.173319204065452,-2.65695615722104,0.00788496967164279,1,"PF3D7_1237000","SUMO-activating enzyme subunit 2 (UBA2)"
"PF3D7_1232700",273.648428144901,-0.156842298796376,0.439196339541785,-0.357112035496494,0.721007934735205,1,"PF3D7_1232700","conserved Plasmodium protein, unknown function"
"PF3D7_1231200",152.494454191607,0.104907230360575,0.336563034499655,0.311701582191086,0.755267325411649,1,"PF3D7_1231200","conserved Plasmodium protein, unknown function"
"PF3D7_1213900",11593.570794364,0.0455883482453814,0.090000213610279,0.506536000489833,0.612480423649793,1,"PF3D7_1213900","conserved Plasmodium protein, unknown function"
"PF3D7_0408200",207.014180782201,0.346439725239663,0.253852800914524,1.36472681802835,0.172338927421525,1,"PF3D7_0408200","conserved Plasmodium protein, unknown function"
"PF3D7_1323200",2603.72048116381,-0.0211862146400632,0.149906814382047,-0.141329229944603,0.887609859203907,1,"PF3D7_1323200","V-type proton ATPase subunit G, putative"
"PF3D7_1235900",4691.6381738211,0.031452627243454,0.161024096735889,0.195328698505557,0.845135631591983,1,"PF3D7_1235900","pre-mRNA-splicing factor SYF1, putative (XAB2)"
"PF3D7_1237900",22200.7732975206,0.084556826166782,0.202753485135109,0.41704252881491,0.676647300582547,1,"PF3D7_1237900","conserved Plasmodium protein, unknown function"
"PF3D7_1204500",266.550434092622,-0.112080178297827,0.216389544066939,-0.517955610013928,0.60448924097387,1,"PF3D7_1204500","conserved Plasmodium protein, unknown function"
"PF3D7_1239100",322.42104202578,-0.0543075206394543,0.39461808055986,-0.137620457132644,0.890540386914576,1,"PF3D7_1239100","mitochondrial ribosomal protein L23 precursor, putative"
"PF3D7_1108200",195.595681647401,-0.142112684978875,0.24432302161923,-0.581659002238247,0.560796391823914,1,"PF3D7_1108200","D-tyrosyl-tRNA(Tyr) deacylase (DTD)"
"PF3D7_1225800",9959.70224519993,0.0365019888457879,0.0839195776084022,0.434963924820008,0.663588613023536,1,"PF3D7_1225800","ubiquitin-activating enzyme E1 (UBA1)"
