"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_1248300",45.8715466788636,-0.739364565638755,0.508067233474996,-1.4552494570094,0.145600213543882,0.539028063290296,"PF3D7_1248300","conserved Plasmodium membrane protein, unknown function"
"PF3D7_1231000",467.407546618432,0.349942356234948,0.210748111798449,1.66047682823189,0.0968185656505731,0.461431011423473,"PF3D7_1231000","conserved Plasmodium protein, unknown function"
"PF3D7_0912800",2295.17208228253,0.102113550487634,0.111095021750296,0.919155051944183,0.35801447754381,0.759137160426461,"PF3D7_0912800","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative (GCD10)"
"PF3D7_1212000",739.236050043446,0.510529469303139,0.229926061475203,2.22040714318154,0.0263911426010872,0.26868303884723,"PF3D7_1212000","glutathione peroxidase-like thioredoxin peroxidase (TPx(Gl))"
"PF3D7_1246700",366.563035516316,0.175394607677331,0.266109611415101,0.659106624314052,0.509827302159167,0.849746521679752,"PF3D7_1246700","conserved Plasmodium protein, unknown function"
"PF3D7_1461300",3046.75215145984,0.0343594464133667,0.26612120210236,0.129112021672556,0.897269009710584,0.982726066113595,"PF3D7_1461300","40S ribosomal protein S28e, putative"
"PF3D7_1205400",1017.79430641566,-0.398590588880323,0.143645160696818,-2.77482782536337,0.00552309388146738,0.126587091423983,"PF3D7_1205400","conserved Plasmodium protein, unknown function"
"PF3D7_1250000",1716.2428931051,0.238336717962563,0.205552502595744,1.1594931462902,0.246255228597718,0.660057501272213,"PF3D7_1250000","rRNA-processing protein, putative"
"PF3D7_1327700",350.696201011316,-0.101073809497631,0.201061850790003,-0.502700085075793,0.615175149872405,0.894239346039898,"PF3D7_1327700","regulator of nonsense transcripts 3B, putative (UPF3B)"
"PF3D7_1207900",234.216008486507,-0.141303211673296,0.170467216430567,-0.828917223100495,0.407151248817536,0.792919233926891,"PF3D7_1207900","conserved Plasmodium protein, unknown function"
"PF3D7_1352200",2863.40262063717,-0.163099120956476,0.140637077429408,-1.15971637023205,0.246164302911175,0.660057501272213,"PF3D7_1352200","U3 small nucleolar RNA-associated protein 15, putative (UTP15)"
"PF3D7_1223500",3451.26042171479,0.210242009898138,0.148012982421613,1.42042952218385,0.155482673137272,0.554028493889921,"PF3D7_1223500","conserved Plasmodium protein, unknown function"
"PF3D7_1238100",2603.19616419312,0.120655757670741,0.190542393745016,0.633222640375783,0.526588262916166,0.854114177510894,"PF3D7_1238100","calcyclin binding protein, putative"
"PF3D7_0806100",913.476459732828,0.186630283901485,0.198807190677934,0.938750169272423,0.347859028656946,0.749755505925373,"PF3D7_0806100","conserved Plasmodium protein, unknown function"
"PF3D7_1464500",4033.31094633833,0.380808077525255,0.157759290222178,2.41385516497285,0.0157847355247066,0.211747584494667,"PF3D7_1464500","conserved Plasmodium membrane protein, unknown function"
"PF3D7_0619200",5663.54721065912,-0.183355246401363,0.110000794955736,-1.66685383023955,0.0955434733596511,0.459080302183397,"PF3D7_0619200","conserved Plasmodium protein, unknown function"
"PF3D7_1202600",34158.4323228214,-0.205829763323141,0.107392129323316,-1.91661870027241,0.0552863905180711,0.36282190957255,"PF3D7_1202600","conserved protein, unknown function"
"PF3D7_0617200",15896.7361769365,-0.238519525340081,0.171538203960913,-1.39047465714653,0.164384789749586,0.570292569242036,"PF3D7_0617200","conserved Plasmodium protein, unknown function"
"PF3D7_0824600",894.445229994604,0.0693004181239708,0.118157650091749,0.586508093806533,0.557534124054842,0.867888443622572,"PF3D7_0824600","Fe-S cluster assembly protein DRE2, putative (DRE2)"
"PF3D7_1224500",744.421475266197,0.0244165501590523,0.270678429926893,0.0902050088204178,0.92812430409354,0.990599049217983,"PF3D7_1224500","histone chaperone ASF1, putative (ASF1)"
"PF3D7_1229900.2",75.7302211467873,-0.124792420613896,0.697368317172342,-0.178947648668495,0.857978808355616,0.97036454699665,"PF3D7_1229900.2","conserved Plasmodium protein, unknown function"
"PF3D7_1108700",8074.53969307859,-0.1804369992742,0.153749698779518,-1.17357627824008,0.240564787440844,0.657610440774265,"PF3D7_1108700","heat shock protein DnaJ homologue Pfj2"
"PF3D7_1327300",4001.2065825207,0.0528179220810686,0.241655061496578,0.218567414867975,0.826987038228992,0.960827848444395,"PF3D7_1327300","conserved Plasmodium protein, unknown function"
"PF3D7_1243700",974.303054973814,-0.13216488580435,0.227277594119885,-0.581513044944656,0.560894728942853,0.870269148991983,"PF3D7_1243700","ubiquitin-conjugating enzyme E2, putative"
"PF3D7_1219100",6144.03384975114,0.162670311416901,0.127479384936032,1.27605190045847,0.201937173029102,0.618277837777631,"PF3D7_1219100","clathrin heavy chain, putative"
"PF3D7_1328400",305.159310983484,0.101541403867882,0.317932517656918,0.319380366048169,0.749438097460695,0.948442608911829,"PF3D7_1328400","conserved Plasmodium protein, unknown function"
"PF3D7_1221100.1",22.8902385424543,0.790843051942398,0.752591416733832,1.05082656320288,0.293338253420238,NA,"PF3D7_1221100.1",NA
"PF3D7_1230400",395.011384803663,-0.310099960261237,0.340213396118925,-0.911486625155816,0.3620390295957,0.761651297964016,"PF3D7_1230400","ATP-dependent protease subunit ClpQ (ClpQ)"
"PF3D7_1410700",384.4593837223,-0.0768760469388559,0.259394635061007,-0.296367143139933,0.766949714780845,0.949533081908679,"PF3D7_1410700","conserved Plasmodium protein, unknown function"
"PF3D7_1432600",697.067651098163,0.441944750439094,0.182846685605077,2.41702357894325,0.0156480034425339,0.210532577290257,"PF3D7_1432600","conserved Plasmodium protein, unknown function"
"PF3D7_1212500",3253.42287001198,0.0701095726172471,0.187413515407439,0.374090270196512,0.708337157303662,0.929768039757413,"PF3D7_1212500","glycerol-3-phosphate 1-O-acyltransferase (GAT)"
"PF3D7_1203900",5637.80963922719,-0.221134673516882,0.178219455158919,-1.24079985161943,0.214679696076649,0.634848243762623,"PF3D7_1203900","ubiquitin-conjugating enzyme E2 (UBC)"
"PF3D7_1240000",1139.84416732074,-0.0506931978345446,0.106626514095449,-0.475427695114982,0.634482158252229,0.902181694851668,"PF3D7_1240000","3-hydroxyisobutyryl-coenzyme A hydrolase, putative"
"PF3D7_1201400",847.921739272668,-0.173700376581287,0.278900180241465,-0.622804820100518,0.533412790456993,0.859680472535104,"PF3D7_1201400","Plasmodium exported protein, unknown function"
"PF3D7_1252900",208.917871111518,0.0170969391574247,0.414748176482224,0.0412224576909199,0.967118550239066,0.994046631227501,"PF3D7_1252900","Plasmodium exported protein, unknown function"
"PF3D7_0934500",3043.74686520417,0.146654301510772,0.146329820264711,1.00221746493964,0.31623857447239,0.731793068578676,"PF3D7_0934500","V-type proton ATPase subunit E, putative"
"PF3D7_1462300",11509.780244204,-0.127728761139071,0.085374594472672,-1.4960980128574,0.134628115682973,0.518888783143108,"PF3D7_1462300","conserved Plasmodium protein, unknown function"
"PF3D7_1237000",1104.20657516354,0.421577476327188,0.168040135176021,2.50879039037661,0.012114534750612,0.188081720574881,"PF3D7_1237000","SUMO-activating enzyme subunit 2 (UBA2)"
"PF3D7_1232700",273.648428144901,-0.0303763339437061,0.245403020059393,-0.123781418567523,0.901488344490326,0.982937939600429,"PF3D7_1232700","conserved Plasmodium protein, unknown function"
"PF3D7_1231200",152.494454191607,-0.0844497941811079,0.281284421751265,-0.300229190281236,0.764002340872199,0.949533081908679,"PF3D7_1231200","conserved Plasmodium protein, unknown function"
"PF3D7_1213900",11593.570794364,-0.0730634611647023,0.0892206804576169,-0.818907239778452,0.41283933902204,0.795335330476939,"PF3D7_1213900","conserved Plasmodium protein, unknown function"
"PF3D7_0408200",207.014180782201,-0.177111926725051,0.218318541034426,-0.811254627691576,0.417219460255616,0.798547191869855,"PF3D7_0408200","conserved Plasmodium protein, unknown function"
"PF3D7_1323200",2603.72048116381,-0.220426167759768,0.147996215510182,-1.48940408374566,0.136380993856335,0.52227851635495,"PF3D7_1323200","V-type proton ATPase subunit G, putative"
"PF3D7_1235900",4691.6381738211,0.0781283335792962,0.159971365721788,0.488389489123771,0.625273985474398,0.898190487678113,"PF3D7_1235900","pre-mRNA-splicing factor SYF1, putative (XAB2)"
"PF3D7_1237900",22200.7732975206,-0.143086157556013,0.202512989723603,-0.706552985817366,0.479844314189175,0.838314465941713,"PF3D7_1237900","conserved Plasmodium protein, unknown function"
