"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_1248300",45.8715466788636,-0.791486296745872,0.500879312474739,-1.58019362555683,0.114062531146428,0.313053400288543,"PF3D7_1248300","conserved Plasmodium membrane protein, unknown function"
"PF3D7_1231000",467.407546618432,-0.0996423682725138,0.214371254573061,-0.464812171160543,0.642065970950555,0.810618520804371,"PF3D7_1231000","conserved Plasmodium protein, unknown function"
"PF3D7_0912800",2295.17208228253,0.154363855625344,0.111338490570127,1.38643747400291,0.165613360327171,0.387831210551666,"PF3D7_0912800","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative (GCD10)"
"PF3D7_1212000",739.236050043446,-0.0527220323594887,0.227848604472676,-0.231390630991603,0.817011343074329,0.913990806211136,"PF3D7_1212000","glutathione peroxidase-like thioredoxin peroxidase (TPx(Gl))"
"PF3D7_1246700",366.563035516316,0.315286996594946,0.264719033415299,1.19102503710156,0.233643756128037,0.470167415413119,"PF3D7_1246700","conserved Plasmodium protein, unknown function"
"PF3D7_1461300",3046.75215145984,0.126758896405398,0.26626181346502,0.476068628677207,0.634025485853603,0.805220322184463,"PF3D7_1461300","40S ribosomal protein S28e, putative"
"PF3D7_1205400",1017.79430641566,0.376861821478875,0.148115268309587,2.54438199234914,0.0109471294566787,0.0956881212094143,"PF3D7_1205400","conserved Plasmodium protein, unknown function"
"PF3D7_1250000",1716.2428931051,-0.817583546950606,0.20585849909919,-3.97158023850483,7.13974443145851e-05,0.0124600850233143,"PF3D7_1250000","rRNA-processing protein, putative"
"PF3D7_1327700",350.696201011316,0.3707824867587,0.201366230101262,1.84133400407925,0.065572627568402,0.23236321799084,"PF3D7_1327700","regulator of nonsense transcripts 3B, putative (UPF3B)"
"PF3D7_1207900",234.216008486507,-0.220595255637504,0.175604010854068,-1.2562085260161,0.209040376343428,0.440003985484826,"PF3D7_1207900","conserved Plasmodium protein, unknown function"
