"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_0100100",3499.37060725897,0.18790422656447,0.216771343650266,0.866831488887344,0.386034346137675,0.705848665132966,"PF3D7_0100100","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100200",79.4931441983641,0.185331008202047,0.396247425711909,0.467715362110116,0.63998815382871,0.859333334533561,"PF3D7_0100200","rifin (RIF)"
"PF3D7_0100300",2792.30539998253,0.646309425230922,0.205529347865892,3.14460894243015,0.00166308976248549,0.0601825863915567,"PF3D7_0100300","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100400",24.6472905896088,-0.369351714331657,0.478900421165229,-0.771249508265152,0.440559054128039,0.745194544104966,"PF3D7_0100400","rifin (RIF)"
"PF3D7_0100600",8.88508960186196,-0.259504307692069,0.531508990195851,-0.488240674153877,0.625379377456138,NA,"PF3D7_0100600","rifin (RIF)"
"PF3D7_0100700",0.272154840176181,-2.52166081904346,16.411798822672,-0.153649264549839,0.877886290627517,NA,"PF3D7_0100700","Plasmodium exported protein, unknown function, fragment"
"PF3D7_0100800",0.855158830928832,-0.0681389667340451,3.38355819689936,-0.0201382576473745,0.983933081137303,NA,"PF3D7_0100800","rifin (RIF)"
"PF3D7_0100900",21.888169246975,-0.13563648780045,0.39562248466463,-0.342843223168747,0.731716407036914,0.9017062350617,"PF3D7_0100900","rifin (RIF)"
"PF3D7_0101000",4.60089377492615,-0.437536272621353,0.696883632247425,-0.627846963789799,0.53010419722524,NA,"PF3D7_0101000","rifin (RIF)"
"PF3D7_0101100",481.53522996124,0.194919549294444,1.53666044091689,0.126846207596872,0.899062122718159,0.968696667168995,"PF3D7_0101100","exported protein family 4 (EPF4)"
"PF3D7_0101200",472.380463523185,-0.179786667024944,0.360821806649056,-0.498269959608646,0.618293778340012,0.846754895462564,"PF3D7_0101200","exported protein family 3 (EPF3)"
"PF3D7_0101300",37.4142359543055,0.2199977077383,0.456708398478857,0.481702785565228,0.630017096979711,0.851951027920133,"PF3D7_0101300","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"PF3D7_0101400",0.138396390429927,-2.45057205027144,16.412419916405,-0.149312049213533,0.881307407954205,NA,"PF3D7_0101400","exported protein family 1, pseudogene (EPF1)"
"PF3D7_0101500",103.695110859935,0.663108531078314,0.380523359949539,1.74262240080674,0.0813995944785979,0.386791916667889,"PF3D7_0101500","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"PF3D7_0101600",25.4149947910977,0.121518697757467,0.520984985126106,0.233247984542306,0.815568846948963,0.93315548292312,"PF3D7_0101600","rifin (RIF)"
"PF3D7_0101700",2.59416790698388,-3.51401719027915,1.83897837330479,-1.91085291773398,0.0560234850316522,NA,"PF3D7_0101700","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"PF3D7_0101800",1.74816397826614,-0.422105422286713,1.64572096515501,-0.256486628793087,0.797575103888085,NA,"PF3D7_0101800","stevor"
"PF3D7_0101900",3.63370366029634,0.731751595439178,0.883417336793007,0.828319260855342,0.407489717701212,NA,"PF3D7_0101900","rifin (RIF)"
"PF3D7_0102000",1.29750433353822,-0.226361057631638,2.48817127650274,-0.0909748696841322,0.92751255932151,NA,"PF3D7_0102000","Plasmodium exported protein (PHISTa), unknown function, pseudogene"
"PF3D7_0102100",1.29342699000771,0.206916775247896,2.18439402818198,0.0947250233146385,0.924533241613028,NA,"PF3D7_0102100","stevor, pseudogene"
"PF3D7_0102200",135570.874022145,0.390564678521276,0.306745775516152,1.27325202071352,0.202928626271218,0.54576211260752,"PF3D7_0102200","ring-infected erythrocyte surface antigen (RESA)"
