"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_0100100",3499.37060725897,-0.0233118666360974,0.216403138460635,-0.107724253917592,0.914214429622033,0.961287101855558,"PF3D7_0100100","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100200",79.4931441983641,0.362975033748191,0.418810530155876,0.866680772360467,0.386116943382071,0.606442910776786,"PF3D7_0100200","rifin (RIF)"
"PF3D7_0100300",2792.30539998253,0.704402548329617,0.206481389538231,3.41145780694774,0.000646165008675783,0.00822070388447159,"PF3D7_0100300","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100400",24.6472905896088,1.19081152364835,0.490387546503553,2.42830702398298,0.015169495511174,0.0730213797620072,"PF3D7_0100400","rifin (RIF)"
"PF3D7_0100600",8.88508960186196,0.286356689545762,0.638378938865481,0.448568510193445,0.653742954088393,0.807754128223141,"PF3D7_0100600","rifin (RIF)"
"PF3D7_0100700",0.272154840176181,-1.40635969489023,16.4459802657,-0.0855138868081554,0.93185285583457,NA,"PF3D7_0100700","Plasmodium exported protein, unknown function, fragment"
"PF3D7_0100800",0.855158830928832,2.80901497190682,3.67828431994247,0.763675324573809,0.445060749011711,NA,"PF3D7_0100800","rifin (RIF)"
"PF3D7_0100900",21.888169246975,0.70879871840101,0.426433491349003,1.66215537189342,0.0964816255774033,0.255812197393608,"PF3D7_0100900","rifin (RIF)"
"PF3D7_0101000",4.60089377492615,0.911888209421413,0.770079901195553,1.18414752547846,0.236354669924135,0.453192239057882,"PF3D7_0101000","rifin (RIF)"
"PF3D7_0101100",481.53522996124,1.11011539494733,1.53646868143306,0.722510916338318,0.469980416274939,0.673794476817234,"PF3D7_0101100","exported protein family 4 (EPF4)"
"PF3D7_0101200",472.380463523185,0.899889094712837,0.347448878606613,2.58998992404781,0.00959787411668434,0.0529771129219387,"PF3D7_0101200","exported protein family 3 (EPF3)"
"PF3D7_0101300",37.4142359543055,0.616333193987425,0.458318772733786,1.34476969012444,0.178699621235252,0.378173238222044,"PF3D7_0101300","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"PF3D7_0101400",0.138396390429927,0,16.4470292134717,0,1,NA,"PF3D7_0101400","exported protein family 1, pseudogene (EPF1)"
"PF3D7_0101500",103.695110859935,0.75170583787594,0.419425097740522,1.79222903427917,0.0730962855898102,0.213292373402584,"PF3D7_0101500","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"PF3D7_0101600",25.4149947910977,0.884381591131897,0.575609237440663,1.53642703001802,0.124433681616258,0.300728993947407,"PF3D7_0101600","rifin (RIF)"
"PF3D7_0101700",2.59416790698388,-0.894911287170897,1.55344317210821,-0.576082410505171,0.564559479939674,NA,"PF3D7_0101700","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene (VAR)"
"PF3D7_0101800",1.74816397826614,1.68128411428414,1.8930919046536,0.88811542120655,0.374478668230711,NA,"PF3D7_0101800","stevor"
"PF3D7_0101900",3.63370366029634,0.554573631906812,0.99431323444082,0.557745399233966,0.577018251818173,0.753001348859423,"PF3D7_0101900","rifin (RIF)"
"PF3D7_0102000",1.29750433353822,1.74244926409935,2.55123628924777,0.682982313885601,0.49461801832971,NA,"PF3D7_0102000","Plasmodium exported protein (PHISTa), unknown function, pseudogene"
"PF3D7_0102100",1.29342699000771,0.895867164794703,2.15124469429174,0.416441312869641,0.677087103143257,NA,"PF3D7_0102100","stevor, pseudogene"
"PF3D7_0102200",135570.874022145,0.570508228650389,0.306733356971061,1.85994843953087,0.0628928211270557,0.194486026938673,"PF3D7_0102200","ring-infected erythrocyte surface antigen (RESA)"
"PF3D7_0102300",115.665473782153,-0.99627192698258,0.417674231502077,-2.38528463534774,0.0170659114658296,0.0792549950100333,"PF3D7_0102300","Plasmodium exported protein, unknown function"
"PF3D7_0102400",29.7339449841547,0.00407418633870268,0.281269303747457,0.014485001684936,0.988443044931415,0.996765301252852,"PF3D7_0102400","lysophospholipase, putative, pseudogene"
"PF3D7_0102500",3448.41449367927,0.346926661542054,0.193406760058897,1.79376698847758,0.072850368043808,0.21285714521004,"PF3D7_0102500","erythrocyte binding antigen-181 (EBA181)"
"PF3D7_0102600",1848.13968511112,1.36470682673165,0.203482756564642,6.70674434419759,1.99014479570475e-11,3.27492396550452e-08,"PF3D7_0102600","serine/threonine protein kinase, FIKK family (FIKK1)"
"PF3D7_0102700",569.703065522448,0.336018246828107,0.214461042184481,1.5668031984059,0.117160699574663,0.288552891393149,"PF3D7_0102700","merozoite-associated tryptophan-rich antigen (MaTrA)"
"PF3D7_0102800",90.2927641080778,-0.672836191857358,0.188151816418217,-3.57602814932066,0.000348854104661259,0.00526563951209823,"PF3D7_0102800","conserved Plasmodium protein, unknown function"
"PF3D7_0102900",4732.28585555571,-0.0100167120505774,0.0989142282409596,-0.101266645140032,0.919338793368618,0.962926410519072,"PF3D7_0102900","aspartate--tRNA ligase"
"PF3D7_0103000",70.6297065319721,-0.0814659170759428,0.196955417772745,-0.413626179960895,0.679147897139577,0.822611725502563,"PF3D7_0103000","vacuolar protein sorting-associated protein VTA1, putative"
"PF3D7_0103100",305.102920262982,-0.289082885127495,0.197726278002679,-1.46203573974916,0.143731416322279,0.330292134005071,"PF3D7_0103100","vacuolar protein sorting-associated protein 51, putative (VPS51)"
"PF3D7_0103200",1592.93955335847,-0.0590625758429373,0.14036965389022,-0.420764561328396,0.673927011989538,0.81868386268653,"PF3D7_0103200","nucleoside transporter 4 (NT4)"
"PF3D7_0103300",3486.02975324431,-0.144629484577332,0.0975554709946035,-1.48253586500887,0.138197767910678,0.321323526536032,"PF3D7_0103300","conserved Plasmodium protein, unknown function"
"PF3D7_0103400",4695.78968957675,-0.161303859036525,0.15044156253545,-1.0722027631062,0.283628969620525,0.506096242000605,"PF3D7_0103400","zinc-carboxypeptidase, putative"
"PF3D7_0103500",250.494930340228,-0.250088000814146,0.14082865199354,-1.77583181599734,0.0757606419821031,0.218454236262399,"PF3D7_0103500","conserved Plasmodium protein, unknown function"
"PF3D7_0103600",1085.63479461471,-0.363563019928084,0.180280023828525,-2.0166572657761,0.0437312924553437,0.152957957884616,"PF3D7_0103600","ATP-dependent RNA helicase, putative"
"PF3D7_0103700",233.077348742115,-0.0703199682184913,0.190586336569751,-0.368966472015455,0.712152715748842,0.843642073039433,"PF3D7_0103700","L-seryl-tRNA(Sec) kinase, putative (PSTK)"
"PF3D7_0103800",74.1372096724506,0.238536399574686,0.33066401164267,0.721386032878773,0.470672037566909,0.673794476817234,"PF3D7_0103800","actin-related protein (ARP1)"
"PF3D7_0103900",551.491144428531,-0.490979987329983,0.115988063967585,-4.23302166218756,2.30572286537871e-05,0.000759591576463199,"PF3D7_0103900","parasite-infected erythrocyte surface protein (PIEPS15)"
"PF3D7_0104000",14.0975897197282,0.46347178865587,0.521285854096873,0.889093354468315,0.373952910148005,0.594064433209805,"PF3D7_0104000","thrombospondin-related sporozoite protein (TRSP)"
"PF3D7_0104100",256.197249594248,-0.106946553147164,0.213325535860565,-0.501330291827169,0.616138689926246,0.780876901803617,"PF3D7_0104100","conserved Plasmodium membrane protein, unknown function"
"PF3D7_0104200",3032.64954269025,0.31179963870804,0.156460754429929,1.99282970252888,0.0462800980980386,0.158551678672536,"PF3D7_0104200","StAR-related lipid transfer protein"
"PF3D7_0104300",35199.4491107052,0.111909617523994,0.108785945795708,1.02871392720299,0.303614123419391,0.528256191438445,"PF3D7_0104300","ubiquitin carboxyl-terminal hydrolase 1, putative (UBP1)"
"PF3D7_0104400",987.356628498544,-0.123915390258579,0.107244848259856,-1.15544375575348,0.247908752414093,0.466477900956164,"PF3D7_0104400","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (LytB)"
"PF3D7_0104500",912.588887913171,0.202578093079091,0.149274332548682,1.35708590767287,0.174753915639609,0.373077314433528,"PF3D7_0104500","conserved protein, unknown function"
"PF3D7_0104600",282.352429912595,-0.235651115225905,0.174774549597543,-1.3483148191115,0.177557147795078,0.37677283656516,"PF3D7_0104600","conserved Plasmodium protein, unknown function"
"PF3D7_0104700",9.72028534743496,-0.145951332117206,0.575410458471149,-0.253647339857178,0.799768020395086,0.89681313668152,"PF3D7_0104700","transporter, putative"
"PF3D7_0104800",363.737792202812,-0.276898589485543,0.271943602447466,-1.01822064205035,0.30857311181365,0.532576579033971,"PF3D7_0104800","novel putative transporter 1 (NPT1)"
"PF3D7_0105100",54.0145545709671,-0.841943954844647,0.37779496394559,-2.22857379053338,0.0258422765395547,0.106251668985954,"PF3D7_0105100","conserved Plasmodium protein, unknown function"
"PF3D7_0105200",930.613632891364,-0.0941850717948414,0.159347209406579,-0.591068222315242,0.554474710837288,0.739056631554164,"PF3D7_0105200","RAP protein, putative"
"PF3D7_0105300",339.520375921622,-0.165657113517766,0.229983076649657,-0.720301319258019,0.471339492657682,0.674018031958394,"PF3D7_0105300","cyclase-associated protein (CAP)"
"PF3D7_0105400.1",69.6283431933543,0.174235889052778,0.426129789694065,0.408879860705981,0.682627829190686,0.824503044835955,"PF3D7_0105400.1","conserved Plasmodium protein, unknown function"
"PF3D7_0105400.2",22.4579192547913,0.549438089264846,0.517243548942163,1.06224251687339,0.288125602796239,0.511347285470042,"PF3D7_0105400.2","conserved Plasmodium protein, unknown function"
"PF3D7_0105500",65.3739745384141,-0.0475994516238456,0.32105136811693,-0.148261170488174,0.882136658096299,0.945838552649633,"PF3D7_0105500","conserved Plasmodium protein, unknown function"
"PF3D7_0105600",1845.92238281882,-0.100399564429958,0.141800789401496,-0.708032478900281,0.478925088297554,0.680731116819944,"PF3D7_0105600","conserved Plasmodium protein, unknown function"
"PF3D7_0105700",2266.74173890348,-0.586286725053995,0.20441015560342,-2.86818785164206,0.00412830339321054,0.0300556452839955,"PF3D7_0105700","asparagine-rich antigen Pfa35-2"
"PF3D7_0105800",967.124012858275,-0.63525721562702,0.145359740517876,-4.37024181086025,1.24109022425179e-05,0.000495589891820544,"PF3D7_0105800","conserved Plasmodium protein, unknown function"
"PF3D7_0105900",133.32284303022,-0.521168908634103,0.365294083077038,-1.4267105129217,0.153663354117368,0.343843835795717,"PF3D7_0105900","DNA binding protein, putative"
"PF3D7_0106000",762.914802147696,-0.436033193975509,0.167241481617878,-2.60720719379765,0.00912841055790816,0.0511606832892469,"PF3D7_0106000","conserved Plasmodium protein, unknown function"
"PF3D7_0106100",1363.63201604624,0.0448760212558558,0.158096680014953,0.283851762425443,0.776523984551417,0.886113476491106,"PF3D7_0106100","V-type proton ATPase subunit C, putative"
"PF3D7_0106200",41.1580636250234,-0.315459665517281,0.2919434284074,-1.08055066434674,0.279897038405326,0.502021105667686,"PF3D7_0106200","conserved Plasmodium protein, unknown function"
"PF3D7_0106300",20470.1424490408,-0.0593496787030601,0.107356736419111,-0.552826778110733,0.580382030203849,0.755322261473042,"PF3D7_0106300","calcium-transporting ATPase (ATP6)"
"PF3D7_0106400",1088.77232050881,0.417934454749658,0.158696131733409,2.63355161959297,0.00844969905776012,0.0491051419332454,"PF3D7_0106400","pre-rRNA-processing protein TSR2, putative"
"PF3D7_0106500",283.349385295001,-0.584802290012427,0.231173793385618,-2.52970841308524,0.0114157353332112,0.0599326104993589,"PF3D7_0106500","conserved Plasmodium protein, unknown function"
"PF3D7_0106600",8.72711640177735,0.321345078351972,0.590452370638178,0.544235393626506,0.586279498863512,0.760029325752478,"PF3D7_0106600","conserved Plasmodium protein, unknown function"
"PF3D7_0106700",12565.5018182562,0.126558809207555,0.100652717549658,1.25738094597512,0.208615725447896,0.416691085885172,"PF3D7_0106700","small ribosomal subunit assembling AARP2 protein (AARP2)"
"PF3D7_0106800",493.064519071082,-0.0662555466356515,0.155347020339953,-0.426500273327815,0.669743348888158,0.816987849793082,"PF3D7_0106800","ras-related protein Rab-5C (RAB5c)"
"PF3D7_0106900",262.156425250765,-0.725249798266643,0.282834887370157,-2.56421619344816,0.0103409110523055,0.0561361498802725,"PF3D7_0106900","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, putative (IspD)"
"PF3D7_0107000.1",571.055321023078,-0.291655725439332,0.214291133351234,-1.36102563311051,0.173505589036852,0.371465458900587,"PF3D7_0107000.1",NA
"PF3D7_0107100",167.617110619189,-0.493158273629954,0.233652666444499,-2.11064688939511,0.0348026741770238,0.130380167439298,"PF3D7_0107100","conserved Plasmodium protein, unknown function"
"PF3D7_0107200",57.4969252056327,-0.357128031455748,0.317186290806931,-1.12592517963877,0.26019719036858,0.47907403873941,"PF3D7_0107200","carbon catabolite repressor protein 4, putative"
"PF3D7_0107300",29.9696520635909,-0.0539753274810752,0.282416222820855,-0.19111978392018,0.84843174799986,0.927147767206663,"PF3D7_0107300","probable protein, unknown function"
"PF3D7_0107400",94.4839421027735,-0.564630692427413,0.257099583681897,-2.19615560764975,0.0280808075576187,0.112486888342931,"PF3D7_0107400","conserved Plasmodium protein, unknown function"
"PF3D7_0107500",38864.642194688,0.297336191149698,0.0845105047814248,3.5183341043663,0.000434265242892091,0.00617719312844147,"PF3D7_0107500","lipid/sterol:H+ symporter"
"PF3D7_0107600",68.7795236504634,0.288527459639305,0.374946702834021,0.769515927086385,0.441587093170185,0.652948610657341,"PF3D7_0107600","serine/threonine protein kinase, putative"
"PF3D7_0107700",73.7822404551769,-0.679802045831412,0.476762056536395,-1.42587279442931,0.153905063680498,0.343843835795717,"PF3D7_0107700","conserved Plasmodium membrane protein, unknown function"
"PF3D7_0107800",741.415546707171,-0.513329477062053,0.166658834000975,-3.08012161574976,0.00206916085961153,0.0185485491343748,"PF3D7_0107800","double-strand break repair protein MRE11 (MRE11)"
"PF3D7_0107900",351.837311682859,0.0322217283957114,0.155258810337775,0.207535587356435,0.835591602921747,0.919499653236018,"PF3D7_0107900","conserved Plasmodium protein, unknown function"
