"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genes.ORF","genes.GENENAME"
"PF3D7_0100100",3499.37060725897,-0.062841372356406,0.23644088257715,-0.265780484624528,0.79040827382929,0.91688468497613,"PF3D7_0100100","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100200",79.4931441983641,0.915079733211245,1.00739971645568,0.908358140531109,0.363689033984273,0.628725587702976,"PF3D7_0100200","rifin (RIF)"
"PF3D7_0100300",2792.30539998253,-0.0197415859622088,0.281517643617304,-0.0701255726232404,0.944093712792212,0.98825041376304,"PF3D7_0100300","erythrocyte membrane protein 1, PfEMP1 (VAR)"
"PF3D7_0100400",24.6472905896088,0,2.09006604301282,0,1,1,"PF3D7_0100400","rifin (RIF)"
"PF3D7_0100600",8.88508960186196,0.300094926963951,1.51869047560687,0.197601112131841,0.843357164606517,NA,"PF3D7_0100600","rifin (RIF)"
"PF3D7_0100700",0.272154840176181,0,16.4470292134717,0,1,NA,"PF3D7_0100700","Plasmodium exported protein, unknown function, fragment"
"PF3D7_0100800",0.855158830928832,0,3.8171242461881,0,1,NA,"PF3D7_0100800","rifin (RIF)"
"PF3D7_0100900",21.888169246975,-2.67457122202152,1.70925061855076,-1.56476247133918,0.117638614332096,0.348201754807699,"PF3D7_0100900","rifin (RIF)"
"PF3D7_0101000",4.60089377492615,0,2.12207704048347,0,1,NA,"PF3D7_0101000","rifin (RIF)"
"PF3D7_0101100",481.53522996124,0.37994477526246,1.54858570666798,0.245349529978532,0.806185804046559,0.925275197836963,"PF3D7_0101100","exported protein family 4 (EPF4)"
"PF3D7_0101200",472.380463523185,0.514298915853466,0.329146799020113,1.56252139587734,0.11816520948789,0.348844213545591,"PF3D7_0101200","exported protein family 3 (EPF3)"
"PF3D7_0101300",37.4142359543055,0.311347857821326,1.5062351462694,0.20670601040778,0.836239463151122,0.942026548912779,"PF3D7_0101300","Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM)"
"PF3D7_0101400",0.138396390429927,0,16.4470292134717,0,1,NA,"PF3D7_0101400","exported protein family 1, pseudogene (EPF1)"
